eps_axial,undrained_dense_p,undrained_dense_q,undrained_dense_eps_v,undrained_dense_eta,undrained_dense_hardening,undrained_dense_psi,undrained_loose_p,undrained_loose_q,undrained_loose_eps_v,undrained_loose_eta,undrained_loose_hardening,undrained_loose_psi,drained_dense_p,drained_dense_q,drained_dense_eps_v,drained_dense_eta,drained_dense_hardening,drained_dense_psi,drained_loose_p,drained_loose_q,drained_loose_eps_v,drained_loose_eta,drained_loose_hardening,drained_loose_psi
0.07,281.07089078517794,387.7173829657898,0.0,1.3794291606743496,297.02992958295454,-0.11109690399783745,43.77685193721666,60.93751788173006,0.0,1.3920031976973737,43.860558571259006,-0.01241903584224846,485.14459065952565,705.4337719785758,0.013273399350294956,1.4540691281738913,535.207496451712,-0.09500029716654212,349.1479785058875,297.44393551766285,0.04868975200608523,0.8519136693573817,237.2203976065035,0.04248126773380312
0.07100000000000001,283.4575191557257,391.0443492065582,0.0,1.3795518650247076,299.4508022093182,-0.11045429741292712,43.806415638889206,60.98019932758515,0.0,1.392038093923619,43.88988579674016,-0.01236772829288113,486.07007081707206,708.2102124512149,0.013159014486678415,1.4570125892769548,537.2268166356168,-0.0946381140303818,350.4416223084909,301.3248669254731,0.04915669115504629,0.8598432598860054,239.4392146479607,0.04179952146740051
0.07200000000000001,285.84323137972444,394.3813957488806,0.0,1.3797122074406238,301.87848553220573,-0.10981732235106312,43.83587346460978,61.02261039958965,0.0,1.3920701374607105,43.919026356012296,-0.0123166389189735,486.9706145723718,710.9118437171144,0.013041354411401444,1.459866001034568,539.1880510823319,-0.09427384894537438,351.72248439686274,305.16745319058833,0.04961816246764456,0.8676370341062857,241.642682956553,0.04112569388251908
0.073,288.2288050451976,397.7177767435511,0.0,1.379868249744103,304.30470924554487,-0.10918567812980673,43.86521727346051,61.06487354214075,0.0,1.3921023840245843,43.94806476861829,-0.0122657814088305,487.84213058121424,713.5263917436422,0.012920413625275457,1.462617406359611,541.0817687496288,-0.09390810404360372,352.9955393565142,308.9866180695426,0.050074277478210034,0.8753272594685,243.8394939329902,0.04046064816242145
0.074,290.61360071464475,401.03836729663095,0.0,1.3799710898266353,306.71793197760746,-0.10855944378843796,43.89445746439272,61.10710460278892,0.0,1.3921371428809466,43.97707972718223,-0.01221513731517998,488.68646351242046,716.0593905372612,0.01279633452630028,1.4652736345316464,542.9121177663616,-0.0935408357095534,354.25963817207133,312.7789145162137,0.05052507328755997,0.8829086941151632,246.02741113969262,0.039804071555427756
0.075,292.9969448786548,404.36428905162745,0.0,1.3800972881102758,309.1343851534478,-0.10793870393104854,43.92358912536908,61.149035444481754,0.0,1.3921684603220124,44.00588772623656,-0.01216471473345826,489.5051546070956,718.5154638212861,0.012669243750645237,1.4678404446997233,544.6825573101831,-0.09317202044087847,355.5125760921893,316.5377282765676,0.05097057112252498,0.8903699884711954,248.20226545094636,0.039155461645335565
0.076,295.37912479548106,407.6988967044835,0.0,1.3802562959950946,311.55661471277557,-0.10732329255635176,43.95260715437877,61.190841680328184,0.0,1.3922005005391827,44.034609315676775,-0.012114522067451672,490.2989055041425,720.8967165124267,0.012539244448420727,1.4703208765501432,546.3946442648848,-0.09280172269535047,356.76092731294153,320.2827819388247,0.05141089637528176,0.8977518484188737,250.37578319722073,0.03851597826898834
0.077,297.7609427762737,411.01989163742644,0.0,1.3803687206426238,313.96754172093347,-0.10671291686458695,43.981519861518386,61.232504320187054,0.0,1.3922325675189413,44.06323151888237,-0.012064544524116316,491.0682212782098,723.2046638346284,0.012406436874248037,1.4727172977151457,548.0494993873217,-0.09243003333714428,358.00016051938513,324.00048155815523,0.05184603758581796,0.9050288723002154,252.53961173154008,0.03788468564599401
0.078,300.1408124451094,414.3416110112532,0.0,1.3804907357843217,316.37821778777254,-0.10610789756682959,44.01032669078759,61.27406033920998,0.0,1.3922655191749826,44.09177949240854,-0.012014782661206036,491.8147391954258,725.4442175862765,0.012270941447896835,1.475035536293711,549.6508265144284,-0.09205690786347509,359.2249703007121,327.6749109021362,0.05227598645900239,0.9121718644108596,254.6838789057662,0.03726049080768701
0.079,302.51949642617126,417.6623673632089,0.0,1.3806130589839118,318.7873207805036,-0.10550795455191919,44.03902966988732,61.31539702051452,0.0,1.3922967304259273,44.12017597054823,-0.011965232577502816,492.53883872142677,727.6165161642792,0.012132844079367414,1.4772774428369682,551.1994815971425,-0.09168243245210306,360.44109596775587,331.3232879032673,0.0527008703470384,0.9192161815336025,256.81884258465584,0.03664436575437735
